"ID","Name","Description","City","Address","Latitude","Longitude","Rating (Google)","Image URL","Phone","Email","Website URL","Location Description","Services","Pricing Packages"
"24","Desking","","Katowice","Gliwicka 2/7","50.2590298","19.0144393","","https://desking.pl/wp-content/uploads/2023/08/desking-coworking-katowice-05.jpg","888 34 24 39","katowice@desking.pl","desking.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko od 598 zł/miesiąc; biuro serwisowane od 549 zł/osoba/miesiąc."
"25","Krzywa 12","","Katowice","Krzywa 12","50.2606023","19.0265681","","https://coworking.krzywa12.pl/wp-content/uploads/2023/03/Coworking-Katowice-Krzywa-12_001-1024x683.jpg","502 666 767","coworking@krzywa12.pl","coworking.krzywa12.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko od 500zł/miesiąc; salka konferencyjna 75 zł/godzina."
"26","Loftmill Katowice","","Katowice","Roździeńskiego 1","","","","https://loftmill.com/wp-content/uploads/2024/05/Coworking_Loftmill_6.jpg","","","loftmill.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"27","Opolska 12","","Katowice","Opolska 12","50.2633092","19.0185468","","https://opolska22.pl/wp-content/uploads/2023/03/opolska22-opal-biurowiec-katowice-02-1024x712.jpg","667 000 677","opolska22@opal.pl","opolska22.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"28","Wellcome Office","","Katowice","Kościuszki 55","50.2512604","19.0107245","","https://wellcome-office.com/wp-content/uploads/2023/11/Wellcome_office_coworking_katowice_wnetrza_01.jpg","32 555 0 444","hello@wellcome-office.com","wellcome-office.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko 699 zł/miesiąc; biuro prywatne 1999 zł; podcast room od 75 zł/godzina."
"29","Kieleckie Inwestycje","","Kielce","","","","","","","","","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"30","BiznesLab","","Kraków","Powstania Warszawskiego 15; Olszańska 7","50.0633506","19.9563899","","https://biznes-lab.pl/wp-content/uploads/2023/04/bizneslab-coworking-krakow-01-1024x683.jpg","508 566 760; 508 566 762","biuro@biznes-lab.pl","biznes-lab.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko dedykowane od 649 zł/miesiąc."
"31","Cluster Cowork Kraków","","Kraków","Przemysłowa 12; Mogliska 65; Zamoyskiego 24; Józefitów 8","50.0492072","19.9600066","","https://clusteroffices.com/wp-content/uploads/2024/02/Cluster-Cowork-biura-serwisowane-coworking-og.jpg","","","clusteroffices.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"32","Loftmill Kraków","","Kraków","Kurniki 9; Pokoju 28; Fabryczna 1; Królewska 65a; Jana Dekerta 24","50.0667153","19.9450113","","https://loftmill.com/wp-content/uploads/2024/05/Coworking_Loftmill_6.jpg","","","loftmill.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"33","Chilliflex Kraków","","Kraków","Wadowicka 7; Lindego 1c","50.0444289","19.9392234","","https://chilliflex.co/wp-content/uploads/2023/10/og-chilliflex.png","","","chilliflex.co","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko dedykowane 1200-1300 zł/miesiąc w zalezności od lokalizacji; coworking 800-850 zł/miesiąc."
"34","Mini Office","","Kraków","Cegielniana 4A/1, drugie piętro","50.0379113","19.9373486","","https://minioffice.pl/wp-content/uploads/2023/03/Mini-Office-biuro-wirtualne-Krakow-coworking-salki-konferencyjne-03.jpg","500 635 366","info@minioffice.pl","minioffice.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","wynajem biurka 500 zł netto za miesiąc; wirtualne biuro 99 zł/miesiąc."
"35","Memos work Kraków","","Kraków","Mogilska 35; Mogilska 43","50.0663335","19.965121","","https://memos.work/wp-content/uploads/2024/06/memos-og.jpg","509 043 043","info@wx-cowork.pl","memos.work","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","hotdesk 50 zł/dzień lub 850 zł/miesiąc; biuro serwisowane od 1100 zł/miesiąc; wirtualne biuro od 50 zł/miesiąc."
"36","Studio przy Lea","","Kraków","Królewska 2/2","50.0704785","19.9247689","","https://studioprzylea.pl/wp-content/uploads/2023/07/Studio-przy-Lea-coworking-Krakow-01-1024x683.jpg","531 545 451; 794 710 709; 12 443 18 81","biuro@studioprzylea.pl","studioprzylea.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","20zł/godzina; 80 zł/dzień; abonament od 350 zł."
"37","Yolkfolk","","Kraków","Józefa Sarego 5","50.0564787","19.9419794","","https://yolkfolk.pl/static/og-yolkfolk.jpg","(12) 400 4046","hello@yolkfolk.pl","yolkfolk.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"38","Loftmill Lublin","","Lublin","Kraśnicka 27","51.2403167","22.5093821","","https://loftmill.com/wp-content/uploads/2024/05/Coworking_Loftmill_6.jpg","","","loftmill.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"39","CoSpot","","Łódź","Zachodnia 70","51.777017","19.452596","","https://cospot.pl/wp-content/uploads/2023/03/Cospot-Lodz-biura-serwisowane-coworking-01-1024x683.jpg","537 743 333","office@cospot.pl","cospot.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"40","Chilliflex Łódź","","Łódź","Kilińskiego 66","51.7665278","19.4655158","","https://chilliflex.co/wp-content/uploads/2023/10/og-chilliflex.png","","","chilliflex.co","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"41","Cityspace Łódź","","Łódź","Milionowa 3","51.7423187","19.4760698","","https://cityspace.pl/wp-content/uploads/2023/11/CitySpace_OG-1.jpg","","","cityspace.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"42","Imagine","","Łódź","Piłsudskiego 85/87","51.7560292","19.4856133","","https://imagineoffices.pl/wp-content/uploads/2023/03/Imagine_biurowiec_Lodz_coworking_biura_serwisowane_Avestus_01-1024x683.jpg","","","imagineoffices.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"43","Memos cowork Łódź","","Łódź","Ogrodowa 8","51.7787238","19.4504693","","https://memos.work/wp-content/uploads/2024/06/memos-og.jpg","500 667 581","lodz@wx-cowork.com","memos.work","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"44","Re_c","","Łódź","Tymienieckiego 22G","51.7486133","19.4716717","","https://re-c.pl/wp-content/uploads/2023/05/Re_C_Lodz_coworking_01-1024x683.jpg","+48 609 474 070","re_connect@sse.lodz.pl","re-c.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","hotdesk 70 zł/dzień; biurko dedykowane 1000 zł/miesiąc; podcast room od 50 zł/godzina; sala konferencyjna od 70 zł/godzina."
"45","Workplace 59","An unconventional coworking mainly for multimedia enthusiasts – 3 hours of video/photography equipment usage included in the price.","Łódź","Piotrowska 59","51.7688271","19.4581858","","https://workplace59.com/wp-content/uploads/2024/01/Workplace59-biuro-coworkingowe-lodz-11-1024x683.jpg","606 732 886","workplace59lodz@gmail.com","workplace59.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"46","Cowork Kuźnia","","Olsztyn","Kotańskiego 1","53.7583954","20.4696453","","https://kuzniaspoleczna.pl/wp-content/uploads/2023/07/kuznia-spoleczna-coworking-olsztyn-01-1024x683.jpg","798 719 151","jakub.dziadak@kuzniaspoleczna.pl","kuzniaspoleczna.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"47","Park Naukowo-Technologiczny","","Opole","Technologiczna 2","50.6521015","17.8962789","","https://pnt.opole.pl/wp-content/uploads/2023/03/PNT-Opole-Park-Naukowo-Technologiczny-Coworking-01-1024x683.jpg","884 883 627","biuro@pnt.opole.pl","pnt.opole.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko od 80 zł/tydzień do 300 zł/miesiąc."
"48","Biuro 56","","Poznań","Krysiewicza 9; 28 czerwca 1956 r. 175/4","52.4028067","16.9243411","","https://biuro56.pl/wp-content/uploads/2023/08/Biuro56-wirtualne-biuro-poznan-krysiewicza-01.jpg","514 392 942","kontakt@biuro56.pl","biuro56.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"49","Biurcoo","","Poznań","27 grudnia 9/7","52.4080352","16.9288248","","https://biurcoo.pl/wp-content/uploads/2024/02/biurcoo-poznan-coworking-01-1024x683.jpg","792 07 09 15","info@biurcoo.pl","biurcoo.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","65 zł/dzień; 600zł/miesiąc; dostępne inne warianty czasowe."
"50","Biuro Inspiracje","","Poznań","Ratajczaka 26/3","52.4048589","16.9265538","","https://biuroinspiracje.pl/wp-content/uploads/2023/03/Biuro-Inspiracje-coworking-poznan-01-1024x683.jpg","669 954 333","biuro@biuroinspiracje.pl","biuroinspiracje.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","pakiety od 120 do 490 zł."
"51","Clockwork","","Poznań","Słowackiego 55/1","52.4177476","16.900825","","https://clockwork-poznan.pl/wp-content/uploads/2023/03/Clockwork-Poznan-coworking-02-1024x683.jpg","790 840 670","clockwork@link2incube.com","clockwork-poznan.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"52","Coworking My Office","","Poznań","Jana Henryka Dąbrowskiego 77A","52.4125013","16.8995762","","https://coworking.nobeltower.pl/wp-content/uploads/2023/04/Coworking-Nobel-Tower-Poznan-01-1024x683.jpg","784 011 744; 61 8 425 425","coworking@nobeltower.pl","coworking.nobeltower.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","od 290 zł/miesiąc."
"53","Mundo Coworking","","Poznań","Garbary 35/9","52.4085598","16.9389164","","https://mundocoworking.pl/wp-content/uploads/2023/03/Mundo-Coworking-Poznan-01-1024x683.jpg","500 768 682","office@mundocoworking.pl","mundocoworking.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","od 40 zł/dzień; 499 zł/miesiąc; wirtualne biuro dostępne w pakiecie."
"54","Plus Jeden","","Poznań","Za Bramką 1","52.406539","16.9357969","","https://plusjeden.com/wp-content/uploads/2023/10/plus-jeden-poznan-coworking-01-1024x683.jpg","61 646 3357; 61 646 3358","plusjeden@um.poznan.pl","plusjeden.com","","Fast WiFi; conference rooms; private desks","darmowa przestrzeń bez rezerwacji."
"55","Park Idea","","Poznań","Wyspiańskiego 14/37","52.400099","16.9003531","","https://parkidea.pl/wp-content/uploads/2023/03/Park-Idea-Poznan-coworking-01-1024x683.jpg","61 222 37 02","biuro@parkidea.pl","parkidea.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","netto: 120 zł/dzień do 500 zł/miesiąc."
"56","W uszach są pegazy","","Poznań","Dąbrowskiego 7/10","52.4109038","16.9236008","","https://wuszachsapegazy.pl/wp-content/uploads/2023/09/w-uszach-sa-pegazy-coworking-poznan-01-1024x683.jpg","665 272 635","kontakt@wuszachsapegazy.pl","wuszachsapegazy.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","4x w miesiącu 199 zł; cały miesiąc 499 zł. Dodatkowo dostepne sale muzyczne"
"57","Coworking Rzeszów","","Rzeszów","Stroma 16","50.0586372","21.9826887","","https://coworkingrzeszow.pl/wp-content/uploads/2024/01/coworking-rzeszow-01-1024x683.jpg","793 902 234","info@sintraconsulting.pl","coworkingrzeszow.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","hotdesk 60 zł/dzień; biurko na miesiąc 800 zł."
"58","Day Office","","Rzeszów","Jana Welca 9/LU3","50.0301344","22.0257884","","https://dayoffice.pl/wp-content/uploads/2023/03/Day-Office-Rzeszow-coworking-01-1024x683.jpg","517 629 628","biuro@dayoffice.pl","dayoffice.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"59","Kwadrat Przestrzeń Kreatywna","","Rzeszów","Słowackiego 24","50.0397099","22.0015968","","https://wbijajnakwadrat.pl/wp-content/uploads/2023/11/Kwadrat-Rzeszow-coworking-biuro-serwisowane-01-1024x683.jpg","793 592 000","biuro@wbijajnakwadrat.pl","wbijajnakwadrat.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","hotdesk 69 zł/dzień; biurko dedykowane 649 zł/miesiąc; wirtualne biuro 149 zł/miesiąc."
"60","Mindwork","","Rzeszów","3 Maja 13","50.0380579","22.0036727","","https://mindwork.pl/wp-content/uploads/2023/03/Mindwork-Rzeszow-Coworking-01-1024x683.jpg","","","mindwork.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"61","Loftmill Rzeszów","","Rzeszów","Pl. Wolności 13","50.0398883","22.0005237","","https://loftmill.com/wp-content/uploads/2024/05/Coworking_Loftmill_6.jpg","","","loftmill.com","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"62","Leśna hub","","Sopot","Leśna 1","54.4460393","18.5571264","","https://lesnahub.pl/wp-content/uploads/2024/01/lesna-hub-coworking-sopot-01-1024x683.jpg","534 915 862","biuro@lesnahub.pl","lesnahub.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks; event space","hotdesk 50 zł za dzień; abonament miesięczny od 778 zł; dostępne także abonamenty na 3, 6 i 12 miesięcy; ponadto sale szkoleniowe i wirtualne biuro."
"63","beIN Office Lastadia","","Szczecin","Zbożowa 4","53.4212552","14.5612184","","https://beinoffices.pl/wp-content/uploads/2023/05/BeinOffice-Szczecin-Lastadia-coworking-01-1024x683.jpg","","","beinoffices.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"64","Biuro Aloha","","Szczecin","Janosika 17","53.4422328","14.5537337","","https://biuroaloha.pl/wp-content/uploads/2023/03/Biuro-Aloha-coworking-Szczecin-01-1024x683.jpg","606 925 808","pieciurek@biuroaloha.pl","biuroaloha.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","biurko 850 zł/miesiąc; najem od miesiąca; biuro serwisowane od 2000 zł/miesiąc; wirtualne biuro 100 zł/miesiąc."
"65","Combinat","","Szczecin","Papieża Jana Pawła II 42/U1","53.4342511","14.5519696","","https://combinat.org.pl/wp-content/uploads/2023/03/Combinat-Szczecin-coworking-01-1024x683.jpg","601 731 567","hello@coexist.org.pl","combinat.org.pl","","24x7 access; Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","składka 495 zł/miesiąc; dostęp do biurka 24/7."
"66","Mentalna pracownia","","Szczecin","Wojska Polskiego 48","53.4335503","14.5477534","","https://mentalnapracownia.pl/wp-content/uploads/2023/10/mentalna-pracownia-szczecin-coworking-01-1024x683.jpg","663 004 166","kontakt@mentalnapracownia.pl","mentalnapracownia.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","18 zł/godzina; 80 zł/dzień; 5 dni w miesiącu 350 zł."
"67","P2 Tower Coworking","","Szczecin","Zygmunta Chmielewskiego 22","53.4146455","14.5411489","","","512 419 068; 601 497 771","biuro@pplusp.biz","","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","hotdesk 490 zł/miesiąc; coworking 600 zł/miesiąc; coworking premium 1800 zł/miesiąc; wirtualne biuro 250 zł/miesiąc."
"68","KM Biuro Toruń","","Toruń","Rynek Staromiejski 36-38","53.0109811","18.604467","","https://kmbiurotorun.pl/wp-content/uploads/2023/03/KM-Biuro-coworking-torun-01-1024x683.jpg","662 476 493","kontakt@kmbiurotorun.pl","kmbiurotorun.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"69","Toruński Inkubator Technologiczny","","Toruń","Władysława Łokietka 5","53.029422","18.637654","","https://inkubatortorun.pl/wp-content/uploads/2023/10/Torunski-Inkubator-Technologiczny-coworking-01-1024x683.jpg","730 565 600","","inkubatortorun.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","coworking od 20 zł/godzinę; biurko dedykowane od 500 zł/miesiąc."
"70","Aleje Jerozolimskie 109","","Warszawa (Warsaw)","Aleje Jerozolimskie 109","52.2264086","20.9874602","","https://alejejerozolimskie109.pl/wp-content/uploads/2023/02/Biuro-wirtualne-warszawa-02-1024x683.jpg","666 90 80 80","biuro@alejejerozolimskie109.pl","alejejerozolimskie109.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks","wirtualne biuro – ceny od 49 zł/mies. do 199 zł/mies. Każdy pakiet obejmuje darmowy dostęp do sali konferencyjnej."
"71","Biurco","","Warszawa (Warsaw)","Twarda 44 (wejście od Siennej)","52.2327536","20.997769","","https://biurco.pl/wp-content/uploads/2023/03/Biurco-coworking-warszawa-01-1024x683.jpg","226 203 333","recepcja@biurco.pl","biurco.pl","","Fast WiFi; conference rooms; tea & coffee; printing services; kitchen; private desks",""
"72","Brain Embassy","","Warszawa (Warsaw)","Czackiego 15/17","52.237201","21.0157121","","https://brainembassy.pl/wp-content/uploads/2023/04/Brain-Embassy-Coworking-Warszawa-og.jpg","785 995 560","","brainembassy.pl","","24x7 access; Fast WiFi; conference rooms; tea & coffee; printing services; event space; kitchen; phone booths; parking; private desks","biurko dedykowane od 500 zł/miesiąc; dostępne także biura serwisowane (do 10 pracowników)."
"73","Brain Embassy","","Warszawa (Warsaw)","Al. Jerozolimskie 181B","52.2177353","20.9629022","","https://brainembassy.pl/wp-content/uploads/2023/04/Brain-Embassy-Coworking-Warszawa-og.jpg","785 995 560","","brainembassy.pl","","24x7 access; Fast WiFi; conference rooms; tea & coffee; printing services; event space; kitchen; phone booths; parking; private desks","biurko dedykowane od 500 zł/miesiąc; dostępne także biura serwisowane (do 10 pracowników)."
"74","Brain Embassy","","Warszawa (Warsaw)","Ul. Konstruktorska 11","52.1825939","20.9874334","","https://brainembassy.pl/wp-content/uploads/2023/04/Brain-Embassy-Coworking-Warszawa-og.jpg","785 995 560","","brainembassy.pl","","24x7 access; Fast WiFi; conference rooms; tea & coffee; printing services; event space; kitchen; phone booths; parking; private desks","biurko dedykowane od 500 zł/miesiąc; dostępne także biura serwisowane (do 10 pracowników)."
